,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family-size
811,0,3,male,0.7058823529411764,0,0,0.42746540450794573,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.6274509803921569,0,0,0.18585452369910685,S,Second,man,True,Southampton,no,True,0
813,0,3,female,0.058823529411764705,4,2,0.5535809741609111,S,Third,child,False,Southampton,no,False,6
814,0,3,male,0.5392156862745098,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
816,0,3,female,0.39215686274509803,0,0,0.14027591431575445,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.5490196078431372,1,1,0.6549902824634751,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,0.7843137254901961,0,0,0.11416777884373706,S,Third,man,True,Southampton,no,True,0
819,0,3,male,0.13725490196078433,3,2,0.4938420201147696,S,Third,child,False,Southampton,no,False,5
821,1,3,male,0.47058823529411764,0,0,0.15332998205176313,S,Third,man,True,Southampton,yes,True,0
822,0,1,male,0.6862745098039216,0,0,0.0,S,First,man,True,Southampton,no,True,0
823,1,3,female,0.47058823529411764,0,1,0.2208128745853674,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,0.5235121107266435,0,0,0.12301799425798024,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,0.5235121107266435,0,0,1.0,S,Third,man,True,Southampton,no,True,0
828,1,3,male,0.5235121107266435,0,0,0.13717833892076933,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,0.23529411764705882,1,0,0.25584556728110763,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,0.39215686274509803,0,0,0.1390227238130976,S,Third,man,True,Southampton,no,True,0
834,0,3,male,0.2941176470588235,0,0,0.14691357587643686,S,Third,man,True,Southampton,no,True,0
836,0,3,male,0.3529411764705882,0,0,0.15332998205176313,S,Third,man,True,Southampton,no,True,0
839,1,1,male,0.5235121107266435,0,0,0.525702795606045,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,0.3333333333333333,0,0,0.14027591431575445,S,Third,man,True,Southampton,no,True,0
841,0,2,male,0.2549019607843137,0,0,0.18585452369910685,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.5294117647058824,0,0,0.5487133556830773,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.6176470588235294,0,0,0.11394652345838098,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,0.7647058823529411,0,0,0.13363825275507207,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.6274509803921569,0,0,0.13975906173556266,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,0.4901960784313726,0,1,0.5841142173400501,S,Second,man,True,Southampton,no,False,1
850,0,3,male,0.0196078431372549,4,2,0.5535809741609111,S,Third,child,False,Southampton,no,False,6
852,0,3,female,0.1176470588235294,1,1,0.2698572283249374,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,0.2549019607843137,0,1,0.6973969746423628,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,0.803921568627451,1,0,0.46021120154064554,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,0.2941176470588235,0,1,0.16549902824634752,S,Third,woman,False,Southampton,yes,False,1
857,1,1,male,0.9411764705882353,0,0,0.469946438496313,S,First,man,True,Southampton,yes,True,0
858,1,3,female,0.4117647058823529,0,3,0.34088020702423893,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,0.7450980392156863,2,0,0.2497229882575342,S,Third,man,True,Southampton,no,False,2
861,0,2,male,0.3529411764705882,1,0,0.2035549545275932,S,Second,man,True,Southampton,no,False,1
862,1,1,female,0.8823529411764706,0,0,0.4589580110379887,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,0.4117647058823529,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
865,1,2,female,0.7647058823529411,0,0,0.23010560077032277,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,0.47058823529411764,1,0,0.2452978805504126,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.5490196078431372,0,0,0.8937974150290818,S,First,man,True,Southampton,no,True,0
868,0,3,male,0.5235121107266435,0,0,0.16815409287062047,S,Third,man,True,Southampton,no,True,0
869,1,3,male,0.0196078431372549,1,1,0.19706420654278725,S,Third,child,False,Southampton,yes,False,2
871,1,1,female,0.8627450980392156,1,1,0.9302319818464382,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.5882352941176471,0,0,0.08850215414243183,S,First,man,True,Southampton,no,True,0
873,0,3,male,0.8627450980392156,0,0,0.1593038774563773,S,Third,man,True,Southampton,no,True,0
874,1,2,female,0.4901960784313726,1,0,0.4248103398836728,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,0.23529411764705882,0,0,0.12788561273581397,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,0.3333333333333333,0,0,0.17427490185111108,S,Third,man,True,Southampton,no,True,0
880,1,2,female,0.4313725490196078,0,1,0.46021120154064554,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.5882352941176471,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
882,0,3,female,0.37254901960784315,0,0,0.18615012089394256,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,0.4901960784313726,0,0,0.18585452369910685,S,Second,man,True,Southampton,no,True,0
885,0,3,female,0.7058823529411764,0,5,0.5155250478796654,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,0.3137254901960784,0,0,0.531012924854591,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,0.5235121107266435,1,2,0.41507510292800526,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,0.4509803921568627,0,0,0.531012924854591,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.5686274509803921,0,0,0.13717833892076933,Q,Third,man,True,Queenstown,no,True,0
